Country Name,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD in billions),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Curacao,Latin America & Caribbean,High income: nonOECD,2008,13.8,8.6,7149.71,3.039,20146.4,61.856,39.93,75.31,328.559,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2007,13.4,7.9,7323.54,3.039,20146.4,61.856,39.93,75.363,324.45,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2006,13.6,8.0,7243.04,3.039,20146.4,61.856,39.93,74.71,318.106,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2005,13.6,8.0,7613.07,3.039,20146.4,61.856,39.93,74.71,310.041,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2004,13.6,8.0,7571.24,3.039,20146.4,61.856,39.93,74.71,302.234,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2003,13.6,8.0,7521.02,3.039,20146.4,61.856,39.93,74.71,297.065,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2002,13.6,8.0,7283.0,3.039,20146.4,61.856,39.93,74.71,291.002,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2001,13.6,8.0,7222.17,3.039,20146.4,61.856,39.93,74.71,290.646,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,2000,13.6,8.0,7291.2,3.039,20146.4,61.856,39.93,74.71,301.486,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1999,13.6,8.0,7000.03,3.039,20146.4,61.856,39.93,74.71,314.027,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1998,13.6,8.0,6769.48,3.039,20146.4,61.856,39.93,74.71,325.387,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1997,13.6,8.0,6280.79,3.039,20146.4,61.856,39.93,74.71,330.982,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1996,13.6,8.0,6301.86,3.039,20146.4,61.856,39.93,74.71,329.518,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1995,13.6,8.0,6090.71,3.039,20146.4,61.856,39.93,74.71,326.89,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1994,13.6,8.0,5883.98,3.039,20146.4,61.856,39.93,74.71,325.743,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1993,13.6,8.0,5537.11,3.039,20146.4,61.856,39.93,74.71,324.998,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1992,13.6,8.0,5162.88,3.039,20146.4,61.856,39.93,74.71,324.126,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1991,13.6,8.0,4771.37,3.039,20146.4,61.856,39.93,74.71,325.232,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1990,13.6,8.0,4663.0,3.039,20146.4,61.856,39.93,74.71,327.477,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1989,13.6,8.0,4253.52,3.039,20146.4,61.856,39.93,74.71,330.939,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1988,13.6,8.0,3939.59,3.039,20146.4,61.856,39.93,74.71,336.158,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1987,13.6,8.0,3829.5,3.039,20146.4,61.856,39.93,74.71,341.117,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1986,13.6,8.0,3438.97,3.039,20146.4,61.856,39.93,74.71,343.833,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1985,13.6,8.0,4230.21,3.039,20146.4,61.856,39.93,74.71,343.944,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1984,13.6,8.0,4574.17,3.039,20146.4,61.856,39.93,74.71,342.207,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1983,13.6,8.0,4961.66,3.039,20146.4,61.856,39.93,74.71,340.448,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1982,13.6,8.0,4950.0,3.039,20146.4,61.856,39.93,74.71,338.065,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1981,13.6,8.0,4857.73,3.039,20146.4,61.856,39.93,74.71,334.75,8.091
Curacao,Latin America & Caribbean,High income: nonOECD,1980,13.6,8.0,4877.03,3.039,20146.4,61.856,39.93,74.71,333.426,8.091
Cyprus,Europe & Central Asia,High income: nonOECD,2018,10.668,6.952,3624.97,24.47,28159.3,84.434,1.9,80.672,128.708,8.109
Cyprus,Europe & Central Asia,High income: nonOECD,2017,10.668,6.952,3624.97,22.142,25760.8,80.743,2.0,80.672,127.671,11.052
Cyprus,Europe & Central Asia,High income: nonOECD,2016,10.852,6.89,3624.97,20.454,24019.1,75.9,2.1,80.513,126.644,12.95
Cyprus,Europe & Central Asia,High income: nonOECD,2015,11.011,6.838,3624.97,19.681,23217.5,71.716,2.2,80.35,125.648,14.908
Cyprus,Europe & Central Asia,High income: nonOECD,2014,11.143,6.799,3624.97,23.365,27407.2,69.33,2.3,80.178,124.706,16.088
Cyprus,Europe & Central Asia,High income: nonOECD,2013,11.255,6.772,3587.83,24.085,27942.3,65.455,2.4,79.999,123.795,15.871
Cyprus,Europe & Central Asia,High income: nonOECD,2012,11.353,6.758,4035.08,25.041,28984.9,60.69,2.6,79.812,122.84,11.795
Cyprus,Europe & Central Asia,High income: nonOECD,2011,11.441,6.753,4239.74,27.427,32233.6,56.86,2.7,79.621,121.735,7.856
Cyprus,Europe & Central Asia,High income: nonOECD,2010,11.517,6.756,4585.61,25.562,30818.5,52.99,2.9,79.43,120.413,6.263
Cyprus,Europe & Central Asia,High income: nonOECD,2009,11.577,6.763,4577.07,25.943,32105.9,49.81,3.1,79.245,118.84,5.364
Cyprus,Europe & Central Asia,High income: nonOECD,2008,11.626,6.772,4554.52,27.84,35391.0,42.31,3.3,79.071,117.052,3.655
Cyprus,Europe & Central Asia,High income: nonOECD,2007,11.674,6.779,4377.12,23.969,31244.9,40.77,3.6,78.91,115.12,3.922
Cyprus,Europe & Central Asia,High income: nonOECD,2006,11.733,6.783,4238.14,20.073,26729.3,35.83,3.8,78.764,113.15,4.543
Cyprus,Europe & Central Asia,High income: nonOECD,2005,11.821,6.787,4099.6,18.433,24959.3,32.81,4.1,78.63,111.219,5.304
Cyprus,Europe & Central Asia,High income: nonOECD,2004,11.957,6.791,3946.92,17.321,23792.6,33.83,4.4,78.506,109.352,4.333
Cyprus,Europe & Central Asia,High income: nonOECD,2003,12.153,6.798,3918.22,14.547,20252.2,30.09,4.7,78.385,107.528,4.135
Cyprus,Europe & Central Asia,High income: nonOECD,2002,12.421,6.811,3703.31,11.42,16093.2,28.32,5.0,78.264,105.732,3.299
Cyprus,Europe & Central Asia,High income: nonOECD,2001,12.765,6.828,3455.26,10.398,14821.4,18.819,5.3,78.139,103.926,3.984
Cyprus,Europe & Central Asia,High income: nonOECD,2000,13.2,6.847,3373.3,9.986,14388.3,15.255,5.7,78.009,102.088,4.967
Cyprus,Europe & Central Asia,High income: nonOECD,1999,13.731,6.865,3178.03,10.498,15287.9,11.342,6.1,77.875,100.221,5.7
Cyprus,Europe & Central Asia,High income: nonOECD,1998,14.347,6.88,3097.83,10.249,15092.8,8.891,6.5,77.738,98.344,5.047
Cyprus,Europe & Central Asia,High income: nonOECD,1997,15.023,6.889,2866.95,9.548,14234.2,4.378,7.0,77.598,96.449,4.515
Cyprus,Europe & Central Asia,High income: nonOECD,1996,15.735,6.895,2816.5,10.012,15139.2,0.673,7.5,77.456,94.526,3.998
Cyprus,Europe & Central Asia,High income: nonOECD,1995,16.446,6.898,2784.72,9.933,15261.4,0.41,7.9,77.312,92.574,3.512
Cyprus,Europe & Central Asia,High income: nonOECD,1994,17.121,6.902,3058.14,7.426,11617.7,0.111,8.4,77.166,90.596,3.035
Cyprus,Europe & Central Asia,High income: nonOECD,1993,17.731,6.911,3004.59,6.59,10526.1,0.056,8.9,77.017,88.609,2.581
Cyprus,Europe & Central Asia,High income: nonOECD,1992,18.259,6.928,2837.83,6.912,11310.1,0.05,9.3,76.866,86.646,2.09
Cyprus,Europe & Central Asia,High income: nonOECD,1991,18.694,6.953,2481.09,5.77,9696.1,0.05,9.6,76.712,84.754,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1990,19.049,6.987,2430.16,5.591,9641.58,0.0,9.9,76.554,82.967,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1989,19.347,7.029,2295.46,4.563,8038.91,0.0,10.1,76.394,81.282,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1988,19.62,7.077,2091.04,4.279,7645.63,0.0,10.4,76.231,79.705,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1987,19.883,7.128,1950.58,3.705,6690.58,0.0,10.7,76.064,78.287,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1986,20.132,7.183,1872.7,3.091,5642.63,0.0,11.4,75.893,77.093,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1985,20.34,7.243,1766.42,2.43,4488.29,0.0,12.3,75.718,76.156,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1984,20.467,7.309,1684.07,2.278,4258.74,0.0,13.4,75.54,75.51,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1983,20.483,7.382,1655.44,2.16,4091.05,0.0,14.7,75.358,75.117,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1982,20.379,7.462,1536.79,2.159,4122.78,0.0,16.1,75.173,74.86,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1981,20.168,7.549,1436.5,2.088,4033.24,0.0,17.6,74.983,74.586,2.036
Cyprus,Europe & Central Asia,High income: nonOECD,1980,19.876,7.649,1415.22,2.154,4232.02,0.0,19.1,74.79,74.178,2.036
Czech Republic,Europe & Central Asia,High income: OECD,2018,10.8,10.5,6258.89,245.0,23078.6,80.688,2.7,79.476,137.603,2.397
Czech Republic,Europe & Central Asia,High income: OECD,2017,10.8,10.5,6258.89,216.0,20379.9,78.719,2.6,79.476,137.198,2.89
Czech Republic,Europe & Central Asia,High income: OECD,2016,10.7,10.2,6258.89,195.0,18463.4,76.481,2.6,79.027,136.834,3.951
Czech Republic,Europe & Central Asia,High income: OECD,2015,10.5,10.5,6258.89,187.0,17715.6,75.669,2.5,78.578,136.589,5.046
Czech Republic,Europe & Central Asia,High income: OECD,2014,10.4,10.0,6258.89,208.0,19744.6,74.232,2.5,78.824,136.303,6.108
Czech Republic,Europe & Central Asia,High income: OECD,2013,10.2,10.4,6284.79,209.0,19916.0,74.11,2.5,78.176,136.16,6.953
Czech Republic,Europe & Central Asia,High income: OECD,2012,10.3,10.3,6304.57,207.0,19729.9,73.43,2.5,78.076,136.097,6.978
Czech Republic,Europe & Central Asia,High income: OECD,2011,10.4,10.2,6298.73,228.0,21717.5,70.49,2.6,77.873,135.889,6.711
Czech Republic,Europe & Central Asia,High income: OECD,2010,11.2,10.2,6348.42,207.0,19808.1,68.82,2.7,77.424,135.609,7.279
Czech Republic,Europe & Central Asia,High income: OECD,2009,11.3,10.3,6139.35,206.0,19741.6,64.43,2.8,77.078,135.197,6.662
Czech Republic,Europe & Central Asia,High income: OECD,2008,11.5,10.1,6489.13,236.0,22698.9,62.97,3.0,76.976,134.429,4.392
Czech Republic,Europe & Central Asia,High income: OECD,2007,11.1,10.2,6518.22,189.0,18373.6,51.93,3.2,76.724,133.318,5.32
Czech Republic,Europe & Central Asia,High income: OECD,2006,10.3,10.2,6528.53,155.0,15183.6,47.93,3.4,76.524,132.542,7.148
Czech Republic,Europe & Central Asia,High income: OECD,2005,10.0,10.6,6357.42,136.0,13346.2,35.27,3.5,75.924,132.167,7.927
Czech Republic,Europe & Central Asia,High income: OECD,2004,9.6,10.5,6230.4,119.0,11685.9,35.5,3.7,75.722,131.984,8.21
Czech Republic,Europe & Central Asia,High income: OECD,2003,9.2,10.9,6074.85,99.627,9773.12,34.3,3.9,75.171,131.927,7.544
Czech Republic,Europe & Central Asia,High income: OECD,2002,9.1,10.6,5894.23,81.911,8032.9,23.93,4.1,75.222,131.965,7.019
Czech Republic,Europe & Central Asia,High income: OECD,2001,8.9,10.5,5892.17,67.524,6609.21,14.697,4.3,75.173,132.22,7.991
Czech Republic,Europe & Central Asia,High income: OECD,2000,8.9,10.6,5703.82,61.65,6011.62,9.781,4.5,74.968,132.717,8.762
Czech Republic,Europe & Central Asia,High income: OECD,1999,8.7,10.7,5493.85,64.868,6307.7,6.833,4.8,74.668,133.09,8.489
Czech Republic,Europe & Central Asia,High income: OECD,1998,8.8,10.6,5604.81,66.49,6458.9,3.896,5.2,74.515,133.226,5.904
Czech Republic,Europe & Central Asia,High income: OECD,1997,8.8,10.9,5660.06,61.792,5996.83,2.916,5.8,73.825,133.352,4.271
Czech Republic,Europe & Central Asia,High income: OECD,1996,8.8,10.9,5729.39,66.986,6493.86,1.94,6.4,73.715,133.496,3.894
Czech Republic,Europe & Central Asia,High income: OECD,1995,9.3,11.4,5470.67,59.776,5788.15,1.454,7.1,73.075,133.652,4.024
Czech Republic,Europe & Central Asia,High income: OECD,1994,10.3,11.4,5186.97,47.555,4601.95,1.259,7.9,72.973,133.733,4.296
Czech Republic,Europe & Central Asia,High income: OECD,1993,11.7,11.4,5032.4,40.614,3931.74,0.581,8.6,72.768,133.685,4.32
Czech Republic,Europe & Central Asia,High income: OECD,1992,11.8,11.7,5077.66,34.59,3352.03,0.581,9.3,72.272,133.546,3.182
Czech Republic,Europe & Central Asia,High income: OECD,1991,12.5,12.1,5256.3,29.676,2878.72,0.581,9.9,71.898,133.41,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1990,12.6,12.5,5600.41,40.477,3917.16,0.0,10.4,71.384,133.73,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1989,12.4,12.3,5576.93,40.477,3917.16,0.0,10.7,71.676,134.089,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1988,12.8,12.1,5504.92,40.477,3917.16,0.0,11.1,71.642,134.014,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1987,12.7,12.3,5447.31,40.477,3917.16,0.0,11.5,71.446,133.911,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1986,12.9,12.8,5259.31,40.477,3917.16,0.0,12.0,70.997,133.845,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1985,13.1,12.7,5141.67,40.477,3917.16,0.0,12.3,71.046,133.779,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1984,13.3,12.8,4959.82,40.477,3917.16,0.0,12.4,70.838,133.69,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1983,13.3,13.0,4812.16,40.477,3917.16,0.0,12.7,70.592,133.608,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1982,13.7,12.7,4675.6,40.477,3917.16,0.0,13.0,70.808,133.491,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1981,14.0,12.7,4639.73,40.477,3917.16,0.0,13.4,70.722,133.306,2.27
Czech Republic,Europe & Central Asia,High income: OECD,1980,14.9,13.2,4585.12,40.477,3917.16,0.0,13.4,70.278,133.353,2.27
Denmark,Europe & Central Asia,High income: OECD,2018,10.6,8.2,5858.8,352.0,60726.5,97.644,3.6,81.005,138.067,4.975
Denmark,Europe & Central Asia,High income: OECD,2017,10.6,8.2,5858.8,330.0,57218.9,97.099,3.6,81.005,137.294,5.743
Denmark,Europe & Central Asia,High income: OECD,2016,10.8,9.2,5858.8,312.0,54467.1,96.968,3.6,80.854,136.414,6.181
Denmark,Europe & Central Asia,High income: OECD,2015,10.2,9.2,5858.8,303.0,53254.9,96.33,3.6,80.702,135.353,6.168
Denmark,Europe & Central Asia,High income: OECD,2014,10.1,9.1,5858.8,353.0,62549.0,95.99,3.5,80.7,134.4,6.589
Denmark,Europe & Central Asia,High income: OECD,2013,10.0,9.3,6039.43,344.0,61191.2,94.63,3.5,80.3,133.721,6.997
Denmark,Europe & Central Asia,High income: OECD,2012,10.4,9.4,6038.55,327.0,58507.5,92.26,3.4,80.051,133.164,7.526
Denmark,Europe & Central Asia,High income: OECD,2011,10.6,9.4,6165.97,344.0,61753.6,89.81,3.4,79.8,131.289,7.573
Denmark,Europe & Central Asia,High income: OECD,2010,11.4,9.8,6327.51,322.0,58041.4,88.72,3.5,79.1,130.749,7.464
Denmark,Europe & Central Asia,High income: OECD,2009,11.4,9.9,6219.7,321.0,58163.3,86.84,3.5,78.598,130.17,6.007
Denmark,Europe & Central Asia,High income: OECD,2008,11.8,9.9,6534.12,353.0,64322.1,85.02,3.6,78.446,129.475,3.434
Denmark,Europe & Central Asia,High income: OECD,2007,11.7,10.2,6668.39,319.0,58487.1,85.03,3.7,78.195,128.716,3.801
Denmark,Europe & Central Asia,High income: OECD,2006,12.0,10.2,6824.75,283.0,52027.0,86.65,3.9,78.095,128.147,3.897
Denmark,Europe & Central Asia,High income: OECD,2005,11.9,10.1,6659.0,264.0,48799.8,82.74,4.0,77.844,127.726,4.83
Denmark,Europe & Central Asia,High income: OECD,2004,12.0,10.3,6615.57,251.0,46511.6,80.93,4.2,77.493,127.375,5.204
Denmark,Europe & Central Asia,High income: OECD,2003,12.0,10.7,6602.64,218.0,40458.8,76.26,4.3,77.144,127.046,5.398
Denmark,Europe & Central Asia,High income: OECD,2002,11.9,10.9,6533.75,179.0,33228.7,64.25,4.4,76.895,126.701,4.274
Denmark,Europe & Central Asia,High income: OECD,2001,12.2,10.9,6490.09,165.0,30751.7,42.958,4.5,76.793,126.297,4.164
Denmark,Europe & Central Asia,High income: OECD,2000,12.6,10.9,6482.49,164.0,30743.5,39.172,4.6,76.593,125.845,4.476
Denmark,Europe & Central Asia,High income: OECD,1999,12.4,11.1,6508.51,178.0,33440.8,30.592,4.7,76.342,125.425,5.141
Denmark,Europe & Central Asia,High income: OECD,1998,12.5,11.0,6504.26,177.0,33368.1,22.669,4.8,76.139,125.011,5.039
Denmark,Europe & Central Asia,High income: OECD,1997,12.8,11.3,6607.2,174.0,32835.9,11.382,5.0,75.945,124.558,5.4
Denmark,Europe & Central Asia,High income: OECD,1996,12.9,11.6,6646.69,188.0,35650.7,5.715,5.2,75.592,124.041,6.844
Denmark,Europe & Central Asia,High income: OECD,1995,13.3,12.1,6424.54,185.0,35351.4,3.826,5.4,75.213,123.341,6.992
Denmark,Europe & Central Asia,High income: OECD,1994,13.4,11.7,6539.54,156.0,29995.6,1.344,5.7,75.375,122.7,8.036
Denmark,Europe & Central Asia,High income: OECD,1993,13.0,12.1,6306.87,143.0,27598.0,0.578,6.1,75.117,122.287,10.719
Denmark,Europe & Central Asia,High income: OECD,1992,13.1,11.8,6236.26,153.0,29569.7,0.387,6.5,75.194,121.88,9.027
Denmark,Europe & Central Asia,High income: OECD,1991,12.5,11.6,6217.34,139.0,27011.4,0.194,7.0,75.158,121.592,9.099
Denmark,Europe & Central Asia,High income: OECD,1990,12.3,11.9,5944.83,138.0,26891.4,0.097,7.4,74.805,121.277,9.099
Denmark,Europe & Central Asia,High income: OECD,1989,12.0,11.6,5853.96,112.0,21901.1,0.097,7.7,74.8,121.08,9.099
Denmark,Europe & Central Asia,High income: OECD,1988,11.5,11.5,5858.06,116.0,22527.0,0.097,7.9,74.772,121.008,9.099
Denmark,Europe & Central Asia,High income: OECD,1987,11.0,11.3,5794.39,109.0,21340.7,0.097,8.0,74.691,120.949,9.099
Denmark,Europe & Central Asia,High income: OECD,1986,10.8,11.3,5618.55,88.079,17201.1,0.097,8.0,74.58,120.824,9.099
Denmark,Europe & Central Asia,High income: OECD,1985,10.5,11.4,5351.13,62.659,12253.1,0.097,8.0,74.428,120.663,9.099
Denmark,Europe & Central Asia,High income: OECD,1984,10.1,11.2,4979.64,59.105,11562.9,0.097,7.9,74.562,120.614,9.099
Denmark,Europe & Central Asia,High income: OECD,1983,9.9,11.2,4739.65,60.645,11857.9,0.097,7.9,74.42,120.677,9.099
Denmark,Europe & Central Asia,High income: OECD,1982,10.3,10.8,4678.95,60.413,11804.4,0.097,8.0,74.551,120.76,9.099
Denmark,Europe & Central Asia,High income: OECD,1981,10.4,11.0,4590.0,61.878,12081.8,0.097,8.1,74.23,120.849,9.099
Denmark,Europe & Central Asia,High income: OECD,1980,11.2,10.9,4599.23,71.128,13883.9,0.097,8.3,74.102,120.883,9.099
Djibouti,Middle East & North Africa,Lower middle income,2018,21.944,7.293,3529.663,1.966,2050.2,55.681,49.8,65.893,41.368,11.122
Djibouti,Middle East & North Africa,Lower middle income,2017,21.944,7.293,3529.663,1.845,1953.9,55.681,51.2,65.893,40.729,11.164
Djibouti,Middle East & North Africa,Lower middle income,2016,22.432,7.545,3529.663,1.764,1898.88,13.135,52.6,65.064,40.082,11.046
Djibouti,Middle East & North Africa,Lower middle income,2015,22.921,7.842,3529.663,1.634,1787.48,11.922,54.2,64.136,39.43,11.094
Djibouti,Middle East & North Africa,Lower middle income,2014,23.402,8.157,3529.663,1.455,1619.05,10.71,55.8,63.171,38.77,11.745
Djibouti,Middle East & North Africa,Lower middle income,2013,23.871,8.462,3529.663,1.325,1499.77,9.5,57.4,62.239,38.106,11.726
Djibouti,Middle East & North Africa,Lower middle income,2012,24.331,8.735,3529.663,1.354,1559.24,8.267,59.0,61.395,37.452,12.289
Djibouti,Middle East & North Africa,Lower middle income,2011,24.787,8.966,3529.663,1.239,1451.54,7.0,60.7,60.667,36.828,12.418
Djibouti,Middle East & North Africa,Lower middle income,2010,25.255,9.156,3529.663,1.129,1343.27,6.5,62.4,60.062,36.247,12.477
Djibouti,Middle East & North Africa,Lower middle income,2009,25.756,9.314,3529.663,1.049,1267.31,4.0,64.0,59.561,35.713,11.717
Djibouti,Middle East & North Africa,Lower middle income,2008,26.304,9.458,3529.663,0.999,1223.86,2.26,65.9,59.124,35.218,10.779
Djibouti,Middle East & North Africa,Lower middle income,2007,26.903,9.601,3529.663,0.848,1052.73,1.62,67.7,58.719,34.748,11.029
Djibouti,Middle East & North Africa,Lower middle income,2006,27.553,9.744,3529.663,0.769,967.669,1.27,69.6,58.34,34.278,11.784
Djibouti,Middle East & North Africa,Lower middle income,2005,28.234,9.881,3529.663,0.709,904.73,0.954,71.4,57.991,33.79,12.697
Djibouti,Middle East & North Africa,Lower middle income,2004,28.917,10.001,3529.663,0.666,863.232,0.781,73.2,57.682,33.287,13.002
Djibouti,Middle East & North Africa,Lower middle income,2003,29.58,10.094,3529.663,0.622,818.867,0.626,75.0,57.427,32.771,13.294
Djibouti,Middle East & North Africa,Lower middle income,2002,30.217,10.158,3529.663,0.591,791.389,0.487,76.8,57.235,32.224,13.608
Djibouti,Middle East & North Africa,Lower middle income,2001,30.836,10.198,3529.663,0.572,780.908,0.344,78.5,57.1,31.623,13.613
Djibouti,Middle East & North Africa,Lower middle income,2000,31.48,10.227,3529.663,0.551,768.176,0.195,80.1,57.022,30.957,13.636
Djibouti,Middle East & North Africa,Lower middle income,1999,32.206,10.266,3529.663,0.536,765.856,0.106,81.6,56.992,30.197,13.813
Djibouti,Middle East & North Africa,Lower middle income,1998,33.048,10.33,3529.663,0.514,755.762,0.095,82.9,56.998,29.356,13.432
Djibouti,Middle East & North Africa,Lower middle income,1997,34.012,10.423,3529.663,0.503,760.635,0.083,84.1,57.022,28.51,13.544
Djibouti,Middle East & North Africa,Lower middle income,1996,35.071,10.544,3529.663,0.494,767.5,0.031,85.1,57.05,27.768,13.513
Djibouti,Middle East & North Africa,Lower middle income,1995,36.164,10.67,3529.663,0.498,789.552,0.016,86.1,57.065,27.195,13.515
Djibouti,Middle East & North Africa,Lower middle income,1994,37.21,10.773,3529.663,0.492,790.032,0.016,87.0,57.056,26.849,13.21
Djibouti,Middle East & North Africa,Lower middle income,1993,38.131,10.829,3529.663,0.466,753.52,0.016,88.0,57.017,26.682,12.831
Djibouti,Middle East & North Africa,Lower middle income,1992,38.873,10.83,3529.663,0.478,777.262,0.016,89.1,56.943,26.534,12.459
Djibouti,Middle East & North Africa,Lower middle income,1991,39.42,10.784,3529.663,0.462,762.011,0.016,90.4,56.831,26.18,12.232
Djibouti,Middle East & North Africa,Lower middle income,1990,39.777,10.72,3529.663,0.452,766.141,0.0,91.9,56.678,25.47,12.232
Djibouti,Middle East & North Africa,Lower middle income,1989,39.979,10.677,3529.663,0.409,725.743,0.0,93.7,56.488,24.326,12.232
Djibouti,Middle East & North Africa,Lower middle income,1988,40.093,10.692,3529.663,0.396,748.195,0.0,95.7,56.271,22.821,12.232
Djibouti,Middle East & North Africa,Lower middle income,1987,40.183,10.784,3529.663,0.373,761.47,0.0,97.8,56.032,21.153,12.232
Djibouti,Middle East & North Africa,Lower middle income,1986,40.277,10.953,3529.663,0.373,761.47,0.0,100.2,55.772,19.601,12.232
Djibouti,Middle East & North Africa,Lower middle income,1985,40.395,11.176,3529.663,0.341,801.173,0.0,102.8,55.488,18.361,12.232
Djibouti,Middle East & North Africa,Lower middle income,1984,40.538,11.414,3529.663,0.341,801.173,0.0,105.4,55.174,17.516,12.232
Djibouti,Middle East & North Africa,Lower middle income,1983,40.693,11.626,3529.663,0.341,801.173,0.0,108.2,54.828,16.989,12.232
Djibouti,Middle East & North Africa,Lower middle income,1982,40.857,11.788,3529.663,0.341,801.173,0.0,111.1,54.451,16.621,12.232
Djibouti,Middle East & North Africa,Lower middle income,1981,41.041,11.899,3529.663,0.341,801.173,0.0,114.1,54.049,16.175,12.232
Djibouti,Middle East & North Africa,Lower middle income,1980,41.27,11.974,3529.663,0.341,801.173,0.0,116.9,53.639,15.486,12.232
Dominica,Latin America & Caribbean,Upper middle income,2018,12.0,8.2,3529.663,0.504,7031.71,69.62,32.9,76.598,95.5,8.091
Dominica,Latin America & Caribbean,Upper middle income,2017,12.0,8.2,3529.663,0.497,6951.3,69.62,32.2,76.598,95.277,8.091
Dominica,Latin America & Caribbean,Upper middle income,2016,12.0,8.2,3529.663,0.575,8070.29,67.03,31.1,76.598,95.076,8.091
Dominica,Latin America & Caribbean,Upper middle income,2015,12.0,8.2,3529.663,0.541,7597.75,65.0,29.4,76.598,94.911,8.091
Dominica,Latin America & Caribbean,Upper middle income,2014,12.0,8.2,3529.663,0.524,7365.0,57.5,27.2,76.598,94.78,8.091
Dominica,Latin America & Caribbean,Upper middle income,2013,12.0,8.2,3529.663,0.502,7068.54,51.0,24.9,76.598,94.688,8.091
Dominica,Latin America & Caribbean,Upper middle income,2012,12.0,8.2,3529.663,0.486,6848.42,49.8,22.7,76.598,94.62,8.091
Dominica,Latin America & Caribbean,Upper middle income,2011,12.0,8.2,3529.663,0.501,7065.05,48.6,20.8,76.598,94.555,8.091
Dominica,Latin America & Caribbean,Upper middle income,2010,13.164,8.296,3529.663,0.494,6967.25,47.45,19.1,76.598,94.504,8.091
Dominica,Latin America & Caribbean,Upper middle income,2009,13.164,8.296,3529.663,0.489,6902.86,42.02,17.6,76.598,94.468,8.091
Dominica,Latin America & Caribbean,Upper middle income,2008,13.164,8.296,3529.663,0.458,6469.15,41.16,16.4,76.598,94.436,8.091
Dominica,Latin America & Caribbean,Upper middle income,2007,13.164,8.296,3529.663,0.421,5952.06,40.274,15.3,76.598,94.393,8.091
Dominica,Latin America & Caribbean,Upper middle income,2006,14.9,7.5,3529.663,0.39,5518.4,39.398,14.5,76.598,94.291,8.091
Dominica,Latin America & Caribbean,Upper middle income,2005,14.9,7.5,3529.663,0.364,5160.22,38.544,13.8,76.598,94.119,8.091
Dominica,Latin America & Caribbean,Upper middle income,2004,14.9,7.5,3529.663,0.367,5217.23,30.32,13.3,76.598,93.843,8.091
Dominica,Latin America & Caribbean,Upper middle income,2003,14.9,7.5,3529.663,0.343,4897.44,23.62,13.0,76.598,93.467,8.091
