Country Name,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD in billions),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Ethiopia,Sub-Saharan Africa,Low income,2003,41.097,12.35,28.6266,8.62369,119.49,0.105812,77.5,54.211,72.1706,2.913
Ethiopia,Sub-Saharan Africa,Low income,2002,42.012,12.938,26.2325,7.85081,111.927,0.0724023,81.0,53.349,70.1421,3.066
Ethiopia,Sub-Saharan Africa,Low income,2001,42.902,13.498,26.5701,8.23133,120.766,0.0371624,84.5,52.595,68.1594,3.209
Ethiopia,Sub-Saharan Africa,Low income,2000,43.728,14.024,22.7558,8.24239,124.461,0.0152638,87.8,51.941,66.2248,3.441
Ethiopia,Sub-Saharan Africa,Low income,1999,44.454,14.517,23.0017,7.70083,119.684,0.0125416,91.0,51.366,64.343,3.714
Ethiopia,Sub-Saharan Africa,Low income,1998,45.067,14.987,23.8051,7.81822,125.076,0.00966352,94.2,50.835,62.5077,3.489
Ethiopia,Sub-Saharan Africa,Low income,1997,45.564,15.44,23.9384,8.58921,141.509,0.00496672,97.5,50.32,60.6974,3.492
Ethiopia,Sub-Saharan Africa,Low income,1996,45.95,15.878,24.506,8.54794,145.167,0.00170345,100.9,49.81,58.8835,3.338
Ethiopia,Sub-Saharan Africa,Low income,1995,46.245,16.299,24.085,7.66398,134.343,1.75e-05,104.3,49.303,57.0479,3.317
Ethiopia,Sub-Saharan Africa,Low income,1994,46.482,16.698,23.6676,6.92795,125.55,,107.9,48.81,55.181,3.1
Ethiopia,Sub-Saharan Africa,Low income,1993,46.701,17.075,23.3603,8.83071,165.693,,111.4,48.344,53.2956,3.096
Ethiopia,Sub-Saharan Africa,Low income,1992,46.932,17.434,21.7216,10.493,204.05,,114.6,47.911,51.4236,2.976
Ethiopia,Sub-Saharan Africa,Low income,1991,47.188,17.782,21.9311,13.4639,271.394,,117.5,47.504,49.61,2.898
Ethiopia,Sub-Saharan Africa,Low income,1990,47.479,18.141,22.5945,12.1752,254.243,0.0,120.1,47.099,47.8879,
Ethiopia,Sub-Saharan Africa,Low income,1989,47.798,18.536,18.7153,11.4766,248.023,,122.4,46.667,46.2723,
Ethiopia,Sub-Saharan Africa,Low income,1988,48.124,18.977,19.3042,10.9089,243.736,,124.6,46.194,44.7572,
Ethiopia,Sub-Saharan Africa,Low income,1987,48.433,19.458,20.3327,10.5273,242.962,,126.7,45.682,43.3292,
Ethiopia,Sub-Saharan Africa,Low income,1986,48.712,19.961,19.8972,9.8486,234.682,,128.9,45.147,41.9657,
Ethiopia,Sub-Saharan Africa,Low income,1985,48.937,20.445,19.9006,9.48084,233.219,,131.1,44.633,40.6521,
Ethiopia,Sub-Saharan Africa,Low income,1984,49.089,20.86,21.3845,8.0963,205.624,,133.5,44.199,39.3743,
Ethiopia,Sub-Saharan Africa,Low income,1983,49.161,21.167,20.4495,8.56789,224.627,,135.9,43.885,38.1427,
Ethiopia,Sub-Saharan Africa,Low income,1982,49.157,21.346,19.6782,7.70768,208.342,,138.1,43.712,36.9952,
Ethiopia,Sub-Saharan Africa,Low income,1981,49.086,21.396,18.9526,7.3249,203.557,,139.9,43.675,35.9845,
Ethiopia,Sub-Saharan Africa,Low income,1980,48.97,21.337,18.0697,,,,141.4,43.747,35.1417,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2018,,,,,,,,,34.74,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2017,13.1,8.9,,,,97.582,,82.4,34.6211,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2016,13.6,7.7,,2.68916,55822.9,95.1087,,82.1976,34.5079,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2015,12.4,7.7,,2.5181,52404.7,94.2,,81.9463,34.4205,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2014,13.2,8.1,,2.85074,59440.0,93.3,,81.6951,34.3553,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2013,13.0,7.6,,2.62705,54853.6,90.0,,81.3927,34.3066,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2012,12.9,8.5,,2.3663,49459.7,85.3352,,81.1415,34.2715,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2011,12.0,8.0,,2.49081,52083.9,80.7322,,80.8902,34.2572,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2010,13.2,7.2,,2.32042,48530.2,75.2,,80.5878,34.2507,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2009,12.6,7.9,,2.26839,47447.9,75.18,,80.3878,34.2464,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2008,13.8,7.9,,2.43242,50866.1,75.57,,80.139,34.255,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2007,14.0,7.9,,2.29013,47885.7,75.98,,79.8902,34.2586,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2006,13.7,8.7,,1.98445,41522.5,69.3594,,79.6902,34.235,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2005,14.7,8.6,,1.72779,36205.4,67.9026,,79.4415,34.1848,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2004,14.8,7.9,,1.68824,35467.2,66.5336,,79.1902,34.0974,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2003,14.7,8.5,,1.49401,31498.0,58.9126,,78.9902,33.9771,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2002,15.0,8.3,,1.26267,26732.8,53.2992,,78.7878,33.8345,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2001,13.6,7.7,,1.14765,24419.7,43.247,,78.6366,33.6655,
Faroe Islands,Europe & Central Asia,High income: nonOECD,2000,15.1,7.7,,1.0587,22653.3,32.9164,,78.4341,33.4778,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1999,13.9,8.9,,1.12028,24125.3,22.2975,,78.2805,33.2636,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1998,14.0,8.5,,1.10788,24034.2,11.3379,,78.0268,33.0201,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1997,15.1,8.6,,,,4.6013,,77.8244,32.8052,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1996,15.5,9.1,,,,2.31879,,77.5707,32.6755,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1995,14.8,8.4,,,,0.0,,77.3683,32.6827,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1994,15.0,8.0,,,,,,77.0659,32.8481,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1993,16.6,8.4,,,,,,76.8146,33.1418,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1992,17.2,8.5,,,,,,76.6146,33.4807,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1991,18.3,8.4,,,,,,76.4146,33.7536,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1990,19.9,7.5,,,,0.0,,76.1146,33.8639,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1989,19.5,7.8,,,,,,75.9146,33.7865,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1988,18.4,9.0,,,,,,75.7146,33.5458,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1987,16.8,8.0,,,,,,75.4659,33.2013,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1986,17.2,8.1,,,,,,75.2146,32.8209,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1985,16.3,7.5,,,,,,,32.4713,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1984,15.4,7.8,,,,,,,32.1569,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1983,15.4,8.1,,,,,,,31.8682,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1982,16.4,7.1,,,,,,,31.596,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1981,17.2,6.7,,,,,,,31.3216,
Faroe Islands,Europe & Central Asia,High income: nonOECD,1980,17.1,7.1,,,,,,,31.0437,
Fiji,East Asia & Pacific,Upper middle income,2018,,,,5.4795,6202.16,,21.6,,48.357,4.152
Fiji,East Asia & Pacific,Upper middle income,2017,21.56,8.18,,5.27034,6006.36,49.9664,21.4,67.252,48.0273,4.143
Fiji,East Asia & Pacific,Upper middle income,2016,21.799,8.17,,4.92674,5647.35,46.507,21.1,67.175,47.7504,4.319
Fiji,East Asia & Pacific,Upper middle income,2015,21.983,8.172,,4.68255,5390.75,42.5,20.8,67.103,47.5439,4.548
Fiji,East Asia & Pacific,Upper middle income,2014,22.108,8.174,,4.85696,5605.57,37.4,20.6,67.03,47.4249,4.533
Fiji,East Asia & Pacific,Upper middle income,2013,22.185,8.165,,4.19014,4840.69,35.2,20.4,66.95,47.3787,4.357
Fiji,East Asia & Pacific,Upper middle income,2012,22.23,8.137,,3.97201,4591.56,33.7424,20.3,66.859,47.3492,4.516
Fiji,East Asia & Pacific,Upper middle income,2011,22.259,8.086,,3.77453,4371.46,28.0,20.2,66.759,47.2605,4.405
Fiji,East Asia & Pacific,Upper middle income,2010,22.292,8.007,,3.14051,3652.53,20.0,20.2,66.655,47.0617,4.352
Fiji,East Asia & Pacific,Upper middle income,2009,22.353,7.899,,2.87062,3362.82,17.0,20.2,66.559,46.7234,4.157
Fiji,East Asia & Pacific,Upper middle income,2008,22.456,7.771,,3.52319,4167.67,13.0,20.2,66.477,46.2704,3.624
Fiji,East Asia & Pacific,Upper middle income,2007,22.613,7.63,,3.40505,4072.1,10.8978,20.0,66.413,45.7685,3.76
Fiji,East Asia & Pacific,Upper middle income,2006,22.827,7.484,,3.10274,3747.86,9.60004,19.8,66.362,45.3131,3.834
Fiji,East Asia & Pacific,Upper middle income,2005,23.094,7.343,,3.00673,3659.58,8.45364,19.5,66.313,44.9701,3.886
Fiji,East Asia & Pacific,Upper middle income,2004,23.399,7.217,,2.72751,3334.93,7.41294,19.3,66.247,44.7652,4.063
Fiji,East Asia & Pacific,Upper middle income,2003,23.725,7.112,,2.31594,2837.89,6.72543,19.1,66.152,44.6675,4.071
Fiji,East Asia & Pacific,Upper middle income,2002,24.058,7.031,,1.84269,2260.26,6.15265,19.0,66.022,44.6227,4.157
Fiji,East Asia & Pacific,Upper middle income,2001,24.393,6.974,,1.6601,2039.63,1.85798,19.1,65.863,44.5498,4.148
Fiji,East Asia & Pacific,Upper middle income,2000,24.738,6.939,,1.68411,2076.57,1.49685,19.3,65.687,44.39,4.146
Fiji,East Asia & Pacific,Upper middle income,1999,25.107,6.917,,1.94217,2408.74,0.942462,19.6,65.512,44.1326,4.118
Fiji,East Asia & Pacific,Upper middle income,1998,25.509,6.901,,1.65678,2070.57,0.633168,19.9,65.36,43.7962,3.838
Fiji,East Asia & Pacific,Upper middle income,1997,25.948,6.88,,2.09399,2641.48,0.223455,20.2,65.246,43.39,4.031
Fiji,East Asia & Pacific,Upper middle income,1996,26.418,6.853,,2.12927,2714.56,0.0644371,20.6,65.175,42.933,4.124
Fiji,East Asia & Pacific,Upper middle income,1995,26.898,6.815,,1.97035,2540.99,0.00911534,21.0,65.15,42.4425,4.144
Fiji,East Asia & Pacific,Upper middle income,1994,27.362,6.767,,1.82529,2384.1,0.0079074,21.5,65.17,41.9053,4.11
Fiji,East Asia & Pacific,Upper middle income,1993,27.793,6.713,,1.63543,2166.23,0.00667845,22.1,65.218,41.3226,3.96
Fiji,East Asia & Pacific,Upper middle income,1992,28.183,6.658,,1.5318,2057.58,,22.8,65.278,40.7482,3.865
Fiji,East Asia & Pacific,Upper middle income,1991,28.538,6.605,,1.38384,1881.75,,23.5,65.336,40.2518,3.688
Fiji,East Asia & Pacific,Upper middle income,1990,28.888,6.557,,1.33702,1835.13,0.0,24.4,65.379,39.8781,
Fiji,East Asia & Pacific,Upper middle income,1989,29.275,6.518,,1.18269,1632.21,,25.3,65.391,39.6603,
Fiji,East Asia & Pacific,Upper middle income,1988,29.729,6.49,,1.10998,1535.39,,26.1,65.365,39.5692,
Fiji,East Asia & Pacific,Upper middle income,1987,30.26,6.475,,1.17791,1631.94,,27.1,65.299,39.5065,
Fiji,East Asia & Pacific,Upper middle income,1986,30.858,6.476,,1.29023,1795.38,,28.0,65.19,39.3344,
Fiji,East Asia & Pacific,Upper middle income,1985,31.492,6.494,,1.14121,1603.33,,29.0,65.041,38.9587,
Fiji,East Asia & Pacific,Upper middle income,1984,32.116,6.533,,1.178,1681.69,,30.1,64.857,38.3406,
Fiji,East Asia & Pacific,Upper middle income,1983,32.682,6.591,,1.12311,1638.38,,31.2,64.651,37.5204,
Fiji,East Asia & Pacific,Upper middle income,1982,33.148,6.662,,1.19402,1786.7,,32.6,64.436,36.578,
Fiji,East Asia & Pacific,Upper middle income,1981,33.495,6.744,,1.2359,1898.4,,34.0,64.217,35.6333,
Fiji,East Asia & Pacific,Upper middle income,1980,33.702,6.828,,1.20257,1892.89,,35.5,63.997,34.7732,
Finland,Europe & Central Asia,High income: OECD,2018,,,,274.0,49648.1,88.89,1.4,,18.1569,7.755
Finland,Europe & Central Asia,High income: OECD,2017,9.1,9.8,,252.0,45810.0,87.4689,1.5,81.4293,18.1245,8.64
Finland,Europe & Central Asia,High income: OECD,2016,9.6,9.8,,239.0,43493.4,87.7036,1.6,81.4293,18.082,8.818
Finland,Europe & Central Asia,High income: OECD,2015,10.1,9.6,,233.0,42494.7,86.4221,1.8,81.4805,18.0301,9.376
Finland,Europe & Central Asia,High income: OECD,2014,10.5,9.6,15250.0,273.0,49914.6,86.5304,1.9,81.1805,17.972,8.663
Finland,Europe & Central Asia,High income: OECD,2013,10.7,9.5,15510.8,270.0,49638.1,91.5144,2.1,80.9756,17.8978,8.193
Finland,Europe & Central Asia,High income: OECD,2012,11.0,9.6,15689.2,257.0,47415.6,89.88,2.2,80.6268,17.8156,7.689
Finland,Europe & Central Asia,High income: OECD,2011,11.1,9.4,15711.0,274.0,50790.7,88.71,2.4,80.4707,17.731,7.781
Finland,Europe & Central Asia,High income: OECD,2010,11.4,9.5,16484.1,248.0,46202.4,86.89,2.5,79.8707,17.6484,8.394
Finland,Europe & Central Asia,High income: OECD,2009,11.3,9.3,15243.1,251.0,47107.2,82.49,2.6,79.7195,17.5679,8.249
Finland,Europe & Central Asia,High income: OECD,2008,11.2,9.2,16349.2,284.0,53401.3,83.67,2.7,79.5683,17.484,6.369
Finland,Europe & Central Asia,High income: OECD,2007,11.1,9.3,17160.9,255.0,48288.5,80.78,2.9,79.2634,17.392,6.854
Finland,Europe & Central Asia,High income: OECD,2006,11.2,9.1,17215.0,217.0,41120.7,79.66,3.0,79.2146,17.317,7.719
Finland,Europe & Central Asia,High income: OECD,2005,11.0,9.1,16117.9,204.0,38969.2,74.48,3.1,78.8171,17.2235,8.384
Finland,Europe & Central Asia,High income: OECD,2004,11.0,9.1,16777.6,197.0,37636.1,72.39,3.2,78.7146,17.1646,10.358
Finland,Europe & Central Asia,High income: OECD,2003,10.9,9.4,16445.6,171.0,32816.2,69.22,3.3,78.3683,17.1149,10.469
Finland,Europe & Central Asia,High income: OECD,2002,10.7,9.5,16140.1,140.0,26834.0,62.43,3.3,78.1195,17.0741,10.423
Finland,Europe & Central Asia,High income: OECD,2001,10.8,9.4,15709.9,129.0,24913.2,43.1054,3.4,77.9659,17.0328,10.29
Finland,Europe & Central Asia,High income: OECD,2000,11.0,9.5,15305.4,126.0,24253.3,37.2485,3.5,77.4659,16.994,11.134
Finland,Europe & Central Asia,High income: OECD,1999,11.1,9.6,15075.9,135.0,26178.8,32.2951,3.6,77.2912,16.9588,11.693
Finland,Europe & Central Asia,High income: OECD,1998,11.1,9.6,14846.4,134.0,25989.4,25.4525,3.7,77.0907,16.9195,13.214
Finland,Europe & Central Asia,High income: OECD,1997,11.5,9.6,14454.9,127.0,24676.5,19.4587,3.9,76.8785,16.8746,14.967
Finland,Europe & Central Asia,High income: OECD,1996,11.8,9.6,13721.9,132.0,25777.6,16.7801,4.0,76.6934,16.8245,15.572
Finland,Europe & Central Asia,High income: OECD,1995,12.3,9.6,13591.4,134.0,26273.5,13.9003,4.2,76.4095,16.7694,17.005
Finland,Europe & Central Asia,High income: OECD,1994,12.8,9.4,13603.3,103.0,20305.6,4.9151,4.5,76.3956,16.7055,16.426
Finland,Europe & Central Asia,High income: OECD,1993,12.8,10.1,13012.7,89.2558,17617.0,2.56846,4.7,75.7051,16.6337,16.201
Finland,Europe & Central Asia,High income: OECD,1992,13.2,9.9,12514.1,113.0,22337.5,1.88688,5.0,75.4554,16.5534,11.595
Finland,Europe & Central Asia,High income: OECD,1991,13.0,9.8,12470.7,128.0,25503.2,1.39744,5.3,75.2276,16.4606,6.503
Finland,Europe & Central Asia,High income: OECD,1990,13.1,10.0,12485.7,142.0,28380.5,0.401088,5.5,74.8132,16.371,
Finland,Europe & Central Asia,High income: OECD,1989,12.8,9.9,12034.8,119.0,23983.8,,5.7,74.7922,16.2985,
Finland,Europe & Central Asia,High income: OECD,1988,12.8,9.9,11778.3,109.0,22056.7,,5.8,74.5771,16.2398,
Finland,Europe & Central Asia,High income: OECD,1987,12.1,9.7,11358.4,91.6421,18580.7,,5.9,74.592,16.1927,
Finland,Europe & Central Asia,High income: OECD,1986,12.3,9.6,10622.9,73.5867,14962.3,,6.0,74.56,16.1468,
Finland,Europe & Central Asia,High income: OECD,1985,12.8,9.8,10482.8,55.9142,11405.9,,6.0,74.2229,16.0944,
Finland,Europe & Central Asia,High income: OECD,1984,13.3,9.2,9808.47,52.9264,10841.6,,6.1,74.519,16.0275,
Finland,Europe & Central Asia,High income: OECD,1983,13.8,9.3,9124.16,51.0141,10505.8,,6.3,74.201,15.942,
Finland,Europe & Central Asia,High income: OECD,1982,13.7,9.0,8533.16,52.8321,10945.3,,6.5,74.298,15.8473,
Finland,Europe & Central Asia,High income: OECD,1981,13.2,9.3,8493.61,52.4855,10934.6,,6.7,73.7466,15.7588,
Finland,Europe & Central Asia,High income: OECD,1980,13.2,9.3,8295.79,53.685,11232.3,,7.1,73.44,15.6917,
France,Europe & Central Asia,High income: OECD,2018,,,,2780.0,41463.6,82.0435,3.4,,122.338,9.18
France,Europe & Central Asia,High income: OECD,2017,11.4,9.0,,2590.0,38679.1,80.5025,3.4,82.5244,122.115,9.397
France,Europe & Central Asia,High income: OECD,2016,11.7,8.9,,2470.0,36962.2,79.2698,3.4,82.5244,122.106,10.057
France,Europe & Central Asia,High income: OECD,2015,12.0,8.9,,2440.0,36613.4,78.01,3.4,82.322,121.619,10.359
France,Europe & Central Asia,High income: OECD,2014,12.4,8.5,6939.52,2850.0,43008.6,83.75,3.4,82.6707,121.113,10.292
France,Europe & Central Asia,High income: OECD,2013,12.4,8.7,7367.84,2810.0,42592.9,81.9198,3.5,82.2195,120.533,9.921
France,Europe & Central Asia,High income: OECD,2012,12.6,8.7,7363.42,2680.0,40874.7,81.44,3.5,81.9683,119.914,9.4
France,Europe & Central Asia,High income: OECD,2011,12.7,8.4,7232.98,2860.0,43790.7,77.82,3.5,82.1146,119.335,8.811
France,Europe & Central Asia,High income: OECD,2010,12.9,8.5,7734.73,2640.0,40638.3,77.28,3.5,81.6634,118.759,8.871
France,Europe & Central Asia,High income: OECD,2009,12.8,8.5,7338.04,2690.0,41575.4,71.58,3.6,81.4146,118.174,8.736
France,Europe & Central Asia,High income: OECD,2008,12.9,8.5,7643.45,2920.0,45334.1,70.68,3.6,81.2146,117.568,7.063
France,Europe & Central Asia,High income: OECD,2007,12.8,8.3,7513.58,2660.0,41508.4,66.09,3.6,81.1122,116.912,7.657
France,Europe & Central Asia,High income: OECD,2006,13.1,8.3,7540.3,2320.0,36443.6,46.87,3.7,80.8122,116.191,8.448
France,Europe & Central Asia,High income: OECD,2005,12.8,8.5,7652.86,2200.0,34760.2,42.87,3.8,80.1634,115.384,8.493
France,Europe & Central Asia,High income: OECD,2004,12.8,8.3,7661.49,2120.0,33741.3,39.15,3.9,80.1634,114.515,8.914
France,Europe & Central Asia,High income: OECD,2003,12.8,9.1,7529.55,1840.0,29568.4,36.14,4.0,79.1146,113.613,8.306
France,Europe & Central Asia,High income: OECD,2002,12.9,8.8,7299.25,1490.0,24177.3,30.18,4.2,79.261,112.873,8.702
France,Europe & Central Asia,High income: OECD,2001,13.1,8.8,7342.26,1380.0,22433.6,26.3259,4.3,79.1585,112.055,8.61
France,Europe & Central Asia,High income: OECD,2000,13.3,8.9,7224.53,1360.0,22364.0,14.3079,4.4,79.0561,111.242,10.217
France,Europe & Central Asia,High income: OECD,1999,12.9,9.1,7149.3,1490.0,24673.2,9.12532,4.5,78.7561,110.483,11.981
France,Europe & Central Asia,High income: OECD,1998,12.8,9.1,7015.5,1500.0,24974.3,6.31978,4.6,78.6049,109.916,12.075
France,Europe & Central Asia,High income: OECD,1997,12.7,9.1,6833.14,1450.0,24228.9,4.255,4.8,78.3049,109.512,12.566
France,Europe & Central Asia,High income: OECD,1996,12.8,9.1,6905.16,1610.0,26871.8,2.58403,5.0,77.9537,109.125,12.367
France,Europe & Central Asia,High income: OECD,1995,12.8,9.1,6621.94,1600.0,26890.2,1.63795,5.4,77.7512,108.739,11.836
France,Europe & Central Asia,High income: OECD,1994,12.5,9.1,6530.41,1390.0,23496.5,0.899867,5.8,77.6488,108.347,12.593
France,Europe & Central Asia,High income: OECD,1993,13.0,9.2,6453.0,1320.0,22380.1,0.590619,6.2,77.3,107.945,11.321
France,Europe & Central Asia,High income: OECD,1992,13.1,9.2,6475.79,1400.0,23813.7,0.279049,6.7,77.1,107.478,10.205
France,Europe & Central Asia,High income: OECD,1991,13.2,9.2,6359.77,1270.0,21675.1,0.140114,7.1,76.8488,106.945,9.134
France,Europe & Central Asia,High income: OECD,1990,13.4,9.3,5969.02,1270.0,21793.8,0.0527779,7.4,76.6,106.354,
France,Europe & Central Asia,High income: OECD,1989,13.6,9.4,5860.44,1030.0,17694.3,,7.7,76.3488,105.814,
France,Europe & Central Asia,High income: OECD,1988,13.8,9.5,5738.06,1020.0,17680.0,,7.9,76.1,105.242,
France,Europe & Central Asia,High income: OECD,1987,14.0,9.6,5651.9,934.0,16302.4,,8.1,75.8,104.65,
France,Europe & Central Asia,High income: OECD,1986,14.1,9.7,5510.04,771.0,13540.2,,8.3,75.6,104.053,
France,Europe & Central Asia,High income: OECD,1985,14.2,9.8,5259.46,553.0,9763.33,,8.5,75.3,103.466,
France,Europe & Central Asia,High income: OECD,1984,14.3,9.9,4944.67,531.0,9419.7,,8.8,75.0,102.887,
France,Europe & Central Asia,High income: OECD,1983,14.2,10.0,4710.63,560.0,9993.42,,9.1,74.8,102.314,
France,Europe & Central Asia,High income: OECD,1982,14.2,10.0,4618.47,585.0,10496.9,,9.5,74.5,101.757,
France,Europe & Central Asia,High income: OECD,1981,14.1,10.1,4580.56,616.0,11105.0,,9.8,74.3,101.23,
France,Europe & Central Asia,High income: OECD,1980,14.0,10.2,4421.98,701.0,12713.4,,10.2,74.0512,100.74,
French Polynesia,East Asia & Pacific,High income: nonOECD,2018,,,,,,,,,75.8686,12.016
French Polynesia,East Asia & Pacific,High income: nonOECD,2017,14.946,5.566,,,,72.7039,,77.251,75.438,12.097
French Polynesia,East Asia & Pacific,High income: nonOECD,2016,15.209,5.49,,,,68.4404,,77.024,75.0205,12.412
French Polynesia,East Asia & Pacific,High income: nonOECD,2015,15.473,5.418,,,,64.5602,,76.787,74.624,12.69
French Polynesia,East Asia & Pacific,High income: nonOECD,2014,15.736,5.345,,,,60.68,,76.546,74.2363,12.985
French Polynesia,East Asia & Pacific,High income: nonOECD,2013,15.998,5.267,,,,56.8,,76.307,73.8601,13.245
French Polynesia,East Asia & Pacific,High income: nonOECD,2012,16.263,5.185,,,,52.8766,,76.074,73.4967,13.183
French Polynesia,East Asia & Pacific,High income: nonOECD,2011,16.53,5.098,,,,49.0,,75.844,73.1415,13.045
French Polynesia,East Asia & Pacific,High income: nonOECD,2010,16.801,5.011,,,,49.0,,75.611,72.8019,13.097
French Polynesia,East Asia & Pacific,High income: nonOECD,2009,17.079,4.932,,,,44.6,,75.363,72.4738,12.852
French Polynesia,East Asia & Pacific,High income: nonOECD,2008,17.365,4.866,,,,33.87,,75.092,72.1478,11.722
French Polynesia,East Asia & Pacific,High income: nonOECD,2007,17.662,4.817,,,,28.59,,74.793,71.7817,11.74
French Polynesia,East Asia & Pacific,High income: nonOECD,2006,17.975,4.786,,,,25.108,,74.466,71.3142,11.911
French Polynesia,East Asia & Pacific,High income: nonOECD,2005,18.301,4.77,,,,21.5422,,74.116,70.7049,12.073
French Polynesia,East Asia & Pacific,High income: nonOECD,2004,18.636,4.766,,,,17.8845,,73.751,69.9432,12.081
French Polynesia,East Asia & Pacific,High income: nonOECD,2003,18.98,4.768,,,,14.1243,,73.382,69.0445,11.953
French Polynesia,East Asia & Pacific,High income: nonOECD,2002,19.342,4.771,,,,8.20022,,73.017,68.0251,11.71
French Polynesia,East Asia & Pacific,High income: nonOECD,2001,19.732,4.776,,,,6.25159,,72.658,66.921,11.63
French Polynesia,East Asia & Pacific,High income: nonOECD,2000,20.172,4.787,,3.44754,14323.8,6.35706,,72.303,65.7612,11.707
French Polynesia,East Asia & Pacific,High income: nonOECD,1999,20.687,4.811,,3.79702,16074.0,3.4489,,71.946,64.5413,11.794
French Polynesia,East Asia & Pacific,High income: nonOECD,1998,21.29,4.852,,3.77516,16302.5,1.31616,,71.58,63.2705,11.731
French Polynesia,East Asia & Pacific,High income: nonOECD,1997,21.984,4.911,,3.56706,15723.2,0.214385,,71.202,61.9852,11.816
French Polynesia,East Asia & Pacific,High income: nonOECD,1996,22.763,4.987,,3.9547,17788.1,0.0909719,,70.815,60.7437,11.881
French Polynesia,East Asia & Pacific,High income: nonOECD,1995,23.626,5.074,,3.98237,18261.8,,,70.426,59.5822,11.953
French Polynesia,East Asia & Pacific,High income: nonOECD,1994,24.568,5.162,,3.52227,16444.1,,,70.044,58.5238,11.974
French Polynesia,East Asia & Pacific,High income: nonOECD,1993,25.558,5.246,,3.6946,17539.7,,,69.678,57.5525,11.955
French Polynesia,East Asia & Pacific,High income: nonOECD,1992,26.558,5.318,,3.55822,17169.1,,,69.332,56.6243,11.637
French Polynesia,East Asia & Pacific,High income: nonOECD,1991,27.528,5.379,,3.26737,16038.0,,,69.007,55.6628,11.42
French Polynesia,East Asia & Pacific,High income: nonOECD,1990,28.411,5.428,,3.18121,15913.6,0.0,,68.704,54.6189,
French Polynesia,East Asia & Pacific,High income: nonOECD,1989,29.148,5.467,,2.63646,13470.2,,,68.424,53.477,
French Polynesia,East Asia & Pacific,High income: nonOECD,1988,29.718,5.504,,2.68747,14051.0,,,68.156,52.2585,
French Polynesia,East Asia & Pacific,High income: nonOECD,1987,30.116,5.548,,2.5432,13630.3,,,67.888,50.9792,
French Polynesia,East Asia & Pacific,High income: nonOECD,1986,30.353,5.605,,2.30151,12658.4,,,67.604,49.6768,
French Polynesia,East Asia & Pacific,High income: nonOECD,1985,30.456,5.683,,1.50723,8514.13,,,67.278,48.368,
French Polynesia,East Asia & Pacific,High income: nonOECD,1984,30.474,5.793,,1.37899,8005.8,,,66.883,47.0626,
French Polynesia,East Asia & Pacific,High income: nonOECD,1983,30.47,5.935,,1.3359,7977.83,,,66.407,45.7516,
French Polynesia,East Asia & Pacific,High income: nonOECD,1982,30.5,6.109,,1.28646,7907.69,,,65.854,44.4495,
French Polynesia,East Asia & Pacific,High income: nonOECD,1981,30.598,6.312,,1.27997,8103.5,,,65.234,43.1566,
French Polynesia,East Asia & Pacific,High income: nonOECD,1980,30.789,6.537,,1.36215,8885.47,,,64.576,41.8855,
Gabon,Sub-Saharan Africa,Upper middle income,2018,,,,17.0174,8029.82,,32.7,,8.22476,19.488
